,sasa-All,sasa-All-atoms,sasa-Main-Chain,sasa-Non-polar,sasa-Total-Side
0,0.21338615658630478,0.23892322295863944,0.3324269732382552,0.17263249260062818,0.1570422896548065
1,0.017940035015755695,0.1355016570847184,0.5105919517881217,0.31939903929772995,0.13102132677795053
2,0.3770954792051492,0.6067200121239171,0.3789433892743215,0.6386754084780799,0.5336256736073092
3,0.36566376730259487,0.5726734332181913,0.45463854759675626,0.6632929622995727,0.6159881600327262
4,0.46492913434572336,0.5935973978716473,0.31300630779857963,0.7327131377211757,0.36188297222481514
5,0.6073971003122924,0.7025717240624982,0.5933342714852508,0.6293632556865835,0.7673176515006151
6,0.3417375699731431,0.6314812890078101,0.5874125818992149,0.692860210732372,0.49196017423179483
7,0.3729924682452028,0.5618323667934233,-0.46542810025572123,0.4970952546663391,0.5141957986606046
8,0.4204549144092602,0.4815703223085529,0.3372703960800423,0.3358577598674013,0.2987043748686973
9,0.27051356400531246,0.7876763951746546,0.4938637584230525,0.7127683314960792,0.47925196341263554
10,0.5298077044426898,0.7189506901699303,0.6597872204534294,0.6188410910156381,0.6083497155413184
11,0.7872391778817618,0.865151667103094,0.6784606293294873,0.8431689468540503,0.8345029331840511
12,0.36748911491953584,0.38285691658848797,0.7588448670802707,0.32472471686856785,0.290630824415659
13,0.5942354270464241,0.6160532577525253,0.6080818622543043,0.4992429167119258,0.5175225731503974
14,0.35670664664692087,0.569656638292272,0.5626082098565595,0.5178065554671946,0.5044387990521872
15,-0.00860630343391322,0.3815927393256332,0.38549393011077204,0.5167955325843292,0.42962696367682407
16,0.5831887575569739,0.765445949072017,0.6837990101308578,0.6137885024243346,0.8029244955382286
17,0.5388905045155354,0.698098994511569,0.648165845539319,0.6206093258421304,0.483569636943859
18,0.3468452523106649,0.489042053061863,0.3956929472920394,0.7665052103298212,0.4183840135531022
19,0.45686002005922643,0.706169367714371,0.47745097582533713,0.7588590003355602,0.5951845351586684
20,-0.3044297516298795,-0.08146880196159723,-0.0733472323663864,0.21584182748297087,0.20431772761111
21,0.4260832325386307,0.7821340777128732,0.5517613675131022,0.700151421936738,0.7551285913766148
22,0.5419453255946014,0.5474325510262645,0.5523916126629603,0.5876170047586573,0.5827918139462143
23,0.6744495869886431,0.8744202616836458,0.7930224868222375,0.7843406660544343,0.7812375206323736
24,0.5416570240880119,0.7340815144947943,0.135704042464024,0.6398349994810361,0.6474679125606169
25,0.5142030929912605,0.5460299799669899,0.05170596753909951,0.47748254727631234,0.6266878974213903
26,0.5052517659775988,0.6512875479153997,0.6246793512007369,0.6904392699885761,0.6598457299075263
27,0.3122122042428659,0.4310078028433625,0.5128639523371878,0.4655674032714684,0.40840660842424703
28,0.2314213005498036,0.21922220259587077,0.2818829065056083,0.3973954575833234,0.3576473519776393
29,-0.09709412078766744,-0.08822997072808869,0.7609734260340285,0.5203891391744377,0.11679372178652903
30,0.110293116789286,0.31842805855367073,0.5728148317467372,0.5897877908243994,0.012612315404836094
31,0.39963258951890057,0.7297103635472327,0.5020320522880348,0.7010484158352722,0.4177958581578237
32,0.178006486482863,0.25648214236059985,0.3007081317849689,0.41756995827761034,0.3012705327672972
33,0.2577746914887691,0.5678104787514682,0.3533163578184769,0.8010153294764816,0.6199851950075073
