,sasa-All,sasa-All-atoms,sasa-Main-Chain,sasa-Non-polar,sasa-Total-Side
0,0.12510444754942107,0.19417410034866833,0.3659033936190943,0.09140405443733768,0.1411399440628448
1,0.16378782050155372,0.20347519310778994,0.4865851087184554,0.3060707145056808,0.06499174846427502
2,0.42396233050456666,0.6150072150741406,0.3443247975391285,0.6428318560108994,0.5135917482250767
3,0.35824706103430415,0.6264703553505662,0.5017799226598835,0.6850296202991515,0.520704016078527
4,0.41913841192195966,0.5856068861618247,0.38420969526197835,0.7527188414500202,0.3453173866075355
5,0.6167520913099932,0.721625623257147,0.6342539714646325,0.6135231514604981,0.7388165938840715
6,0.3037243867248448,0.6559795099330483,0.5600138124574654,0.7035882697967337,0.5542621803718648
7,0.3605754906111829,0.523485176066975,-0.392468823307629,0.5282411591006131,0.49269714920773044
8,0.412395657726518,0.5100838688267493,0.30057655944300354,0.33642697572196534,0.40116546412899723
9,0.25234860652690694,0.7325963271910246,0.5447853162031694,0.7058659109685765,0.47510170873879576
10,0.5839920893840962,0.7097406255533796,0.6858733783403261,0.6662846848689314,0.6527333781557443
11,0.8119922207080605,0.8522627819533812,0.6787795434575568,0.8034908164277282,0.7826288987514425
12,0.3065038603789749,0.4163707451758061,0.7819193710098231,0.39372984759737417,0.42497319067012873
13,0.5691253164990436,0.5332490248467235,0.5795277509426928,0.4900710220940827,0.48245326861942717
14,0.3560486581151745,0.5286690391648962,0.5634545141213788,0.4990292009415266,0.4400801510161132
15,-0.057055209795622286,0.3358673748773655,0.3521293728295307,0.5727655614230084,0.36645865221547
16,0.5750732641357199,0.7790509320668733,0.7028449450405381,0.6251424908971251,0.8096404036615187
17,0.5905902542796918,0.6641361968749548,0.6517496001296059,0.6296767931010324,0.478416311264399
18,0.3087242757864037,0.5172915661218409,0.4292809184271952,0.7754175628025266,0.3700130162134867
19,0.5068783588912058,0.7676156303151662,0.5035788321642534,0.7487581290152479,0.5979871628494338
20,-0.31504825625615407,-0.08655266559862684,-0.0649174987875838,0.19764793854652762,0.26973285800395397
21,0.47128041938635357,0.7599997992008587,0.6064158484868423,0.7094728792278575,0.7491797507576624
22,0.5143129292925805,0.597943225520047,0.5280872907442609,0.5886694558407071,0.5962593249709955
23,0.6400642915878159,0.8445003948525142,0.8125666947196934,0.7306403814398787,0.761910560817826
24,0.5782127020872188,0.6772051666536465,0.14637184536135617,0.6050767082632504,0.7324828964043517
25,0.5610296580244437,0.5134223914920197,0.12810781014172823,0.4644621695842297,0.5815112098300091
