,sasa-All,sasa-All-atoms,sasa-Main-Chain,sasa-Non-polar,sasa-Total-Side
0,0.143918502894112,0.3040322579354624,0.32201550312816096,0.18383113628984316,0.17899239124471733
1,0.00449726625372282,0.1231973991741816,0.5151563894471178,0.36956564608370324,0.08980039052171229
2,0.40446649807965906,0.6627608328709261,0.2865759588513417,0.6950067330224714,0.5585759777632051
3,0.4217303620156019,0.6565911047329256,0.5098119472831554,0.7204646120808846,0.5659752969726672
4,0.5057292780213132,0.5433012800532124,0.4392130156281072,0.6860757759866593,0.3620326007878051
5,0.6332024859379556,0.7613546311509095,0.646482341530405,0.6438201848536194,0.7875111261763477
6,0.019288483177576254,0.5638372552628017,0.5394325192434235,0.6836466255427693,0.4879245974860754
7,0.2522205104208145,0.5428144951344707,-0.47475043917235094,0.5404579669730403,0.4399771346870526
8,0.4247884257271137,0.46613162102791694,0.3501133415627258,0.4654423877222631,0.28657419054949507
9,0.3367421668524966,0.7314216245600533,0.5358659740851849,0.6610645605898549,0.41260829018160705
10,0.5644203065738923,0.7835606644609998,0.7308484845465428,0.6668116386864356,0.6874672064081722
11,0.7979170825614905,0.8342160447017674,0.6112343525356969,0.8434721449702143,0.8444316298395506
12,0.4121922089114144,0.509733351847233,0.7491732487294331,0.3973134076492023,0.320913398271056
13,0.4839223942064341,0.53088117388172,0.5799134816892764,0.4991187068075599,0.4954815474861768
14,0.3538940566922022,0.47185174558862697,0.5566692626025286,0.5144586631414829,0.4559228373601967
15,0.03994648693315361,0.3237238372941805,0.3324368513269683,0.576682389757297,0.4695652776399336
16,0.5747084056186608,0.7763753028112963,0.6744899290574149,0.6549636664520326,0.8260850533840783
17,0.5773992685351157,0.7224792808449135,0.6301996916943631,0.6028559505612304,0.48689047842256405
18,0.4161817725534681,0.485514486706338,0.45707388890610035,0.7202284406025203,0.42646694639686844
19,0.609996889782216,0.8010036048185514,0.5310460563908527,0.7484507589871687,0.6479578140600281
20,-0.3139898152055427,-0.05053938528820767,-0.09985284511752024,0.2232267859712408,0.22398760396451367
21,0.4860344298512854,0.8018894417537333,0.5832991277973979,0.6831771087601678,0.696357576488115
22,0.6575332347586731,0.6125030174441872,0.5145955186553003,0.6023136028380804,0.6579550736436304
23,0.7267880969749071,0.8205709295594332,0.8265939177141051,0.7463356456936082,0.8009229551523582
24,0.5293824622631433,0.7023711138753026,0.16608839704462164,0.5868554697071684,0.7508236650683906
25,0.5132267149789937,0.5435708619241626,0.1411928995484234,0.5481496228473526,0.6588211086143133
26,0.5224385028799307,0.650116020128634,0.6846226733285552,0.6772697221121933,0.6848410785725076
27,0.34223650127211136,0.5358829222896757,0.5387518538951126,0.5371803222541107,0.3634220179157517
28,0.2798176986278432,0.29428581299500656,0.30664422791927537,0.3898735267657022,0.3874130631687627
29,0.061423752453159675,0.09251787507134823,0.7094557660147496,0.5633251550522438,0.1765429976285735
30,-0.1318026791600464,0.27734657643234617,0.5177792832415411,0.6103278447336482,-0.0810999765371625
31,0.3583458725278982,0.669270162002179,0.3806917482351715,0.6515997359224937,0.3051831719491853
32,0.2410563251901936,0.31501794530982463,0.2893701191448178,0.4329546441277258,0.34288428901896906
33,0.34780205501897143,0.6241638208958031,0.39793792684073426,0.7969535645716388,0.698618441217556
34,0.7325411850443975,0.8186564483522304,0.7992101802602376,0.7323521887841691,0.7863173425131986
35,0.6104406394512634,0.733073605702977,0.8297444613759528,0.776885866240356,0.7330515455022367
36,0.4185372919047228,0.7674233982801878,0.6552660795538908,0.6809798736600291,0.861643074820059
37,0.11155296795957126,0.2911451262607334,0.37382233764087824,0.6019659456470128,0.3145645020657154
38,0.19375324401743077,0.24443603448012596,0.3411119664395871,0.31563771439887855,0.37825734684975587
39,0.46459807650087515,0.6517095647607419,0.43564000349343424,0.4790932479193031,0.4906821069041427
40,0.7123296843548697,0.8761359009816228,0.8557508737134314,0.8498138079705597,0.8424706047268264
41,0.5362521129254624,0.6230359614614516,0.5660023813929299,0.7023104053647404,0.562290335996341
42,0.023658417504733742,0.20712035196227274,0.2324295711626233,0.5261225259747051,0.16888161833867488
43,0.33938295058737744,0.6163998683763633,0.6746480964889463,0.6825187204961889,0.4645666606042721
44,0.13924243696911476,0.34764040281979725,0.5753676621844668,0.8243697871115634,0.36792483233889184
45,-0.10480679415771599,0.27018227331376043,0.5352691854485765,0.6380847242083052,0.0803313682271154
46,-0.49343010241985885,0.10915134104819191,0.6627386248881099,0.6840461391782406,-0.17563940178224646
47,-0.004139679100510385,-0.4956894518491286,-0.17411911966135674,-0.8049508476391416,0.25045196860447194
48,0.33916406606367466,0.5139760534125941,0.42815961515919776,0.5478501440638576,0.2673979995670227
