,sasa-All,sasa-All-atoms,sasa-Main-Chain,sasa-Non-polar,sasa-Total-Side
0,0.14514307979256358,0.23472874878062977,0.3249798102770294,0.21055537580332107,0.1894813326443272
1,0.09138316983227779,0.16913430978781552,0.4792710799559424,0.33784485894855876,0.026962212835460964
2,0.4629456078155676,0.58584640199983,0.28232755441506374,0.643975997609838,0.5499964600336349
3,0.40197499565155825,0.6280126556699956,0.4917641823095774,0.694869554015713,0.4757399501725442
4,0.5488644932895226,0.4847212930766507,0.46462758083564326,0.6389423188028056,0.38007072485703053
5,0.525312466179283,0.679374579120562,0.5977383127104335,0.6376347807001157,0.684374085533187
6,0.2456521800301228,0.5696515904274688,0.4748542359423904,0.6883272485199368,0.5057413534775526
7,0.2421027341011518,0.5098124171671077,-0.5481197075601154,0.5758509087542816,0.3607100261797872
8,0.44180698680810193,0.45783505271973,0.3844318890689008,0.3941741935464603,0.34815376845270896
9,0.2669806023666148,0.8352124754238119,0.5842901944845249,0.6562710284231861,0.40822617488637614
10,0.631955219426809,0.7532295274797681,0.7526386781985646,0.7105965606191524,0.6730876801649543
11,0.7695575131352733,0.8223988997850207,0.6803033057260037,0.8042948613737471,0.8675556264633778
12,0.34379164314846045,0.38728420875279146,0.8159906443123215,0.35605625171155575,0.3643545805267395
13,0.5392312125940429,0.49268473039148275,0.598665752157271,0.4629105019485321,0.3829644086424372
14,0.42264457928771615,0.4529976312165055,0.5581472866350243,0.4116817275469564,0.4467087121191048
15,-0.011344184924608314,0.37697277565166665,0.2650253904433174,0.5943523598005849,0.4990982549344034
16,0.5172558773622892,0.7294773650505249,0.6946800181895848,0.627384627678562,0.8172085164085112
17,0.5085262663407806,0.6448095952133784,0.6593915460154155,0.5824833238176848,0.4208620478619687
18,0.2388910466072801,0.48239801048874986,0.5203633412361824,0.7569521099473039,0.42194323259181177
19,0.6063972626351953,0.7263785270755014,0.4654488404880254,0.7044256918110123,0.6378931472410583
20,-0.2953175113239106,-0.021470155264775803,-0.10248908187005146,0.22803968083614623,0.24086897432424237
21,0.41864869676808036,0.7509170274562549,0.6054625624976651,0.7578195107458131,0.7400606638622838
22,0.632594748994994,0.6742337454915475,0.517788306047611,0.5996972652788596,0.6765002621801275
23,0.7764839466181492,0.7669798850375189,0.8531659853658993,0.735655814022158,0.8039094450720171
24,0.593123255783358,0.6732814398352197,0.12413141436918862,0.6039463617609866,0.7539669447641215
25,0.49963051662457125,0.4947532467513184,0.0454792106459071,0.5159799995899135,0.5857844700630134
26,0.47418860949355535,0.6312241907422015,0.5948717282903777,0.7298650061355076,0.6326702337593905
27,0.3976622509088992,0.5466053268091255,0.5369334937303711,0.5518569851236022,0.43342928967023286
28,0.35363290431475214,0.30593111699526754,0.33208878416563903,0.44773401743901897,0.3948442270722947
29,0.12226024188377771,0.09102758622783658,0.7075933840477956,0.524715353739414,0.17308043994213584
30,-0.11159211947404901,0.23918520045559588,0.55599472450299,0.6635040550883832,-0.20194734692092986
31,0.14337417958378318,0.5531890731230507,0.4035333981453866,0.683281413740115,0.3264271839877253
32,0.254756285852497,0.2753898179293013,0.2854647164403241,0.396086494297588,0.28060406058600407
